IdProvincia;IdVigilante;Nombre;Huso;X;Y;fechabaja
25;16;Santuari del Tallat;;;;
25;17;Punta Rodona;;;;
25;25;Sin nombre (código 25);;;;
25;41;Sin nombre (código 41);;;;
25;99;Vigilante de otra provincia;;;;
26;0;No determinado;;;;
26;1;Haro;;;;
26;2;El Hombre;;;;
26;3;La Fonfria;;;;
26;4;Najera;;;;
26;5;Pancrudo;;;;
26;6;Brinzola;;;;
26;7;Moncalvillo;;;;
26;8;Mojón Alto;;;;
26;9;El Horquin;;;;
26;10;Nido Cuervo;;;;
26;11;Cabi Monteros;;;;
26;12;Los Agudos;;;;
26;13;Yerga;;;;
26;14;Alcarama;;;;
26;15;San Pelayo;;;;
26;99;Vigilante de otra provincia;;;;
27;0;No determinado;;;;
27;1;Peñote;;;;
27;2;Penedo do Galo;;;;
27;3;Rua;;;;
27;4;Xistral;;;;
27;5;Verin;;;;
27;6;Picato;;;;
27;7;Corda de Neda;;;;
27;8;Sierra de Meira;;;;
27;9;Pena Armada;;;;
27;10;Valdemadeiro;;;;
27;11;Muradal;;;;
27;12;Restelo;;;;
27;13;Tesón;;;;
27;14;Busmayor;;;;
27;16;Poio;;;;
27;17;Masmada;;;;
27;18;Alto do Castro;;;;
27;19;Birduedo;;;;
27;20;A Moa;;;;
27;21;Agua Levada;;;;
27;22;Faro;;;;
27;23;Villar de Ortelle;;;;
27;24;Faro;;;;
27;25;Paradela;;;;
27;26;Farelo;;;;
27;27;Paramo;;;;
27;28;Naron;;;;
27;29;Santa Mariña;;;;
27;30;Picato;;;;
27;31;Cova da Serpe;;;;
27;32;Teixeiro;;;;
27;33;Caseta Peroxa;;;;
27;34;Santa Cruz;;;;
27;35;Bacariza;;;;
27;36;Meda;;;;
27;37;Santa Mariña;;;;
27;41;Sin nombre (código 41);;;;
27;42;Sierra Meira;;;;
27;50;Sin nombre (código 50);;;;
27;51;Sin nombre (código 51);;;;
27;52;Picatop;;;;
27;61;Sin nombre (código 61);;;;
27;62;Sin nombre (código 62);;;;
27;63;Marroxo;;;;
27;64;Augalevada;;;;
27;65;Moa;;;;
27;66;Pia Paxaro;;;;
27;70;Sin nombre (código 70);;;;
27;71;Sin nombre (código 71);;;;
27;72;Sin nombre (código 72);;;;
27;73;Sin nombre (código 73);;;;
27;75;Oribio;;;;
27;82;Santa Cruz;;;;
27;83;P. Rodas;;;;
27;84;Peñote;;;;
27;85;Sin nombre (código 85);;;;
27;92;Penedo do Galo;;;;
27;93;Penedo do Galo;;;;
27;98;Sin nombre (código 98);;;;
27;99;Vigilante de otra provincia;;;;
27;100;Coto do Pilar;0;0;0;
28;0;No determinado;;;;
28;1;Majafrades;;;;
28;2;La Maleza;;;;
28;3;Paredes;;;;
28;4;Gustarllano;;;;
28;5;Carratazar;;;;
28;6;Cinco Villas;;;;
28;7;Collado Vihuelas;;;;
28;8;El Espartal;;;;
28;9;Cabeza Mediana;;;;
28;10;Cachiporrilla;;;;
28;11;La Atalaya;;;;
28;12;Pico de La Braña;;;;
28;13;La Camorza;;;;
28;14;Dehesa San Sebastian;;;;
28;15;La Solana;;;;
28;16;El Mojón;;;;
28;17;Cerro del Telégrafo;;;;
28;18;Matamora;;;;
28;19;Dehesa Nueva;;;;
28;20;Cerro de la Mira;;;;
28;21;Cerro del Viso;;;;
28;22;La Cespejosa;;;;
28;23;El Val;;;;
28;24;La Marañosa;;;;
28;25;La Casita;;;;
28;26;Altar Mayor;;;;
28;27;Peña Cadalso;;;;
28;28;Peña Cenicientos;;;;
28;29;La Almenara;;;;
28;30;Peña del Sol;;;;
28;31;La Peñota;;;;
28;32;Cerro de las Cabezas;;;;
28;33;La Gamonosa;;;;
28;34;El Romeral;;;;
28;35;Cabeza de Villaverde;;;;
28;36;Cerro de las Hondas;;;;
28;37;Cerro de La Marmota;;;;
28;38;Dehesa de Navalcarnero;;;;
28;39;Dehesa de Valdelatas;;;;
28;40;Portillejo;;;;
28;41;Las Rozas de Madrid;;;;
28;42;El Sotillo;;;;
28;43;Valdeyerno;;;;
28;44;Peña del Aguila;;;;
28;45;Torre de Garganta;;;;
28;46;Torre de Valdilecha;;;;
28;47;Torre de Zarzalejo;;;;
28;48;Matalasgrajas;;;;
28;49;Ecce Homo;;;;
28;50;Torre de Arganda;;;;
28;57;CAMARA NAVAS DEL REY;30;393804;4466486;
28;58;CAMARA CERRO LA MIRA;30;385274;4465410;
28;59;CAMARA INTA-NASA;30;392001;4474530;
28;99;Vigilante de otra provincia;;;;
29;0;No determinado;;;;
29;1;CEDEFO Ronda;;;;
29;10;Juana Díaz;;;;
29;11;Abejas;;;;
29;12;Porrejón;;;;
29;13;Allanadillas;;;;
29;14;Jardón;;;;
29;15;Ventilla;;;;
29;16;Vent. Las Corchas;;;;
29;17;El Castillo;;;;
29;18;Ronda;;;;
29;19;Golondrinas;;;;
29;21;Fuente la Reina;;;;
29;22;Canillas;;;;
29;23;Cerro del Aguila;;;;
29;24;Alaminos;;;;
29;25;Alcaucin;;;;
29;26;El Chorro;;;;
29;27;Guerrero;;;;
29;28;La Robla;;;;
29;29;Ermitilla;;;;
29;30;Pilone;;;;
29;31;Sin nombre (código 31);;;;
29;32;Castillejos;;;;
29;99;Vigilante de otra provincia;;;;
30;0;No determinado;;;;
30;1;Garita de Moratalla;;;;
30;2;Garita La Rogativa;;;;
30;3;Garita del Nevazo;;;;
30;4;La Serrata;;;;
30;5;Cehegin;;;;
30;6;Pliego;;;;
30;7;La Castellana;;;;
30;8;La Santa;;;;
30;9;Turullon;;;;
30;10;Carrascoy;;;;
30;11;Los Cuadros;;;;
30;12;Sierra de La Pila;;;;
30;13;Ricote;;;;
30;14;Garita Cieza;;;;
30;15;Calasparra;;;;
30;16;La Santa-Jumilla;;;;
30;17;Yecla;;;;
30;18;Mazarron;;;;
30;19;Los Gavilanes;;;;
30;20;El Amirez;;;;
30;21;El Cerrillar;;;;
30;22;Garita Algarrobos;;;;
30;23;Salinas;;;;
30;24;La Selva;;;;
30;25;Los Gamonares;;;;
30;99;Vigilante de otra provincia;;;;
31;0;No determinado;;;;
31;1;Esparza;;;;
31;2;Guesa;;;;
31;3;Las Coronas;;;;
31;4;Arangoiti;;;;
31;5;Rala;;;;
31;6;Eslava;;;;
31;7;Vigas;;;;
31;8;Busquil;;;;
31;9;El Perdón;;;;
31;10;Guirguillano;;;;
31;11;San Gregorio;;;;
31;12;Aguilar de Codes;;;;
31;13;Viloria;;;;
31;14;Fitero;;;;
31;15;San Cristóbal;;;;
31;16;Usechi;;;;
31;18;Sin nombre (código 18);;;;
31;99;Vigilante de otra provincia;;;;
32;0;No determinado;;;;
32;1;Sin nombre (código 1);;;;
32;2;Sin nombre (código 2);;;;
32;3;Sin nombre (código 3);;;;
32;4;Sin nombre (código 4);;;;
32;5;Sin nombre (código 5);;;;
32;6;Sin nombre (código 6);;;;
32;7;Sin nombre (código 7);;;;
32;9;Sin nombre (código 9);;;;
32;10;Sin nombre (código 10);;;;
32;11;Motas y Viso;;;;
32;12;Entrimo;;;;
32;13;Albite;;;;
32;14;San Cibrao;;;;
32;15;Sin nombre (cógigo 15);;;;
32;17;Sin nombre (código 17);;;;
32;19;Sin nombre (código 19);;;;
32;21;Monzón;;;;
32;22;La Escrita;;;;
32;23;Sin nombre (código 23);;;;
32;24;Sin nombre (código 24);;;;
32;25;Sin nombre (código 25);;;;
32;26;Sin nombre (código 26);;;;
32;27;Sin nombre (código 27);;;;
32;28;Sin nombre (código 28);;;;
32;29;Sin nombre (código 29);;;;
32;31;Fenteira;;;;
32;32;Magdalena;;;;
32;33;A Peroxa;;;;
32;38;Sin nombre (código 38);;;;
32;40;Sin nombre (código 40);;;;
32;41;La Moa;;;;
32;42;O Burgo;;;;
32;50;Sin nombre (código 50);;;;
32;51;Penedo da Lebre;;;;
32;52;Petaros;;;;
32;53;Penama;;;;
32;54;Sin nombre (código 54);;;;
32;61;Coto de Castro;;;;
32;62;Sierra de La Peña;;;;
32;63;Cabeza de Meda;;;;
32;64;Coto Novelle;;;;
32;65;Portela;;;;
32;69;Sin nombre (código 69);;;;
32;71;Peña Nofre;;;;
32;72;Sierra de Meda;;;;
32;73;Mayor;;;;
32;74;Sin nombre (código 74);;;;
32;80;Sin nombre (código 80);;;;
32;81;Covelo;;;;
32;82;Sierra Dalorta;;;;
32;83;Testeiro;;;;
32;84;Centinelas;;;;
32;85;Sin nombre (código 85);;;;
32;86;Sin nombre (código 86);;;;
32;91;Peña Loba;;;;
32;92;Larouco;;;;
32;93;Marroxo - Monforte de Lemos;0;0;0;
32;99;Vigilante de otra provincia;;;;
33;0;No determinado;;;;
33;1;Sin nombre (código 1);;;;
33;5;Sin nombre (código 5);;;;
33;10;Ouroso;;;;
33;20;Piedras Apañadas;;;;
33;30;Connio;;;;
33;40;Aguion;;;;
33;50;Abedul;;;;
33;60;Fario;;;;
33;61;Sin nombre (código 61);;;;
33;70;Segenco;;;;
33;80;Base de Tineo;;;;
33;99;Vigilante de otra provincia;;;;
34;0;No determinado;;;;
34;1;Astudillo;;;;
34;2;La Cerra;;;;
34;3;Indiviso;;;;
34;4;Monte Viejo;;;;
34;5;Morcorio;;;;
34;6;Valdemorata;;;;
34;7;Rodiles;;;;
34;8;Cocoto;;;;
34;9;Corcos;;;;
34;10;Cueva Dorada;;;;
34;11;Peña Pico;;;;
34;12;Peña Tremaya;;;;
34;13;Santa Lucia;;;;
34;14;Central Palencia;;;;
34;15;Villaconancio;;;;
34;99;Vigilante de otra provincia;;;;
35;0;No determinado;;;;
35;1;Atalayón de Ariñen;;;;
35;2;Sin nombre (código 2);;;;
35;3;Marinos y Sandara;;;;
35;4;La Bandera;;;;
35;5;Moriscos;;;;
35;6;Lomo Pleito;;;;
35;7;Cruz Grande;;;;
35;8;Pinos de Galdar;;;;
35;9;Area Recreativa S.José del Alamo;;;;
35;10;Pinos de Galdar;;;;
35;11;Morro de Hierba Huerto;;;;
35;12;Alto de La Gorra;;;;
36;0;No determinado;;;;
36;1;Xiabre;;;;
36;2;Xesteiras;;;;
36;3;Castrove;;;;
36;4;Morrazo;;;;
36;5;Ons;;;;
36;6;Cornoa;;;;
36;7;Hadanela;;;;
36;8;San Sebastian;;;;
36;9;Pedrouzos;;;;
36;10;San Felipe;;;;
36;11;Cies;;;;
36;12;Coirego;;;;
36;13;Galleiro;;;;
36;14;Castrelada;;;;
36;15;Espiño;;;;
36;16;Ceo;;;;
36;17;San Nomedio;;;;
36;18;Montouto;;;;
36;19;Galiñeiro;;;;
36;20;Burgueira;;;;
36;21;Mougas;;;;
36;22;Candan;;;;
36;23;Domayo;;;;
36;24;Vigilante 24;;;;
36;25;Vigilante 25;;;;
36;26;Vigilante 26;;;;
36;27;Vigilante 27;;;;
36;28;Vigilante 28;;;;
36;29;Vigilante 29;;;;
36;30;Vigilante 30;;;;
36;31;Vigilante 31;;;;
36;32;Vigilante 32;;;;
36;33;Vigilante 33;;;;
36;34;Vigilante 34;;;;
36;35;Vigilante 35;;;;
36;36;Vigilante 36;;;;
36;40;Vigilante 40;;;;
36;41;Vigilante 41;;;;
36;42;Vigilante 42;;;;
36;43;Vigilante 43;;;;
36;44;Vigilante 44;;;;
36;45;Vigilante 45;;;;
36;46;Vigilante 46;;;;
36;50;Vigilante 50;;;;
36;60;Vigilante 60;;;;
36;61;Vigilante 61;;;;
36;62;Vigilante 62;;;;
36;64;Vigilante 64;;;;
36;72;Vigilante 72;;;;
36;85;Vigilante 85;;;;
36;99;Vigilante de otra provincia;;;;
37;0;No determinado;;;;
37;1;Oficina Central;;;;
37;2;Peña Negra;;;;
37;3;Paso Malo;;;;
37;4;Teso de las Palomas;;;;
37;5;Peña Carbonera;;;;
37;6;Peña de Francia;;;;
37;7;Alto del Copero;;;;
37;8;Baldio y Sierra;;;;
37;9;Pozo de los Moros;;;;
37;10;Jalama;;;;
37;11;Pozo Airon;;;;
37;12;Pico Cervero;;;;
37;13;Sierra del Cubo;;;;
37;14;Cerezal de Peñahorcada;;;;
37;99;Vigilante de otra provincia;;;;
38;0;No determinado;;;;
38;1;Tirimaga;;;;
38;2;Torre Tricias;;;;
38;3;Sin nombre (código 3);;;;
38;4;Sin nombre (código 4);;;;
38;5;Sin nombre (código 5);;;;
38;6;Sin nombre (código 6);;;;
38;7;Sin nombre (código 7);;;;
38;8;Sin nombre (código 8);;;;
38;9;Sin nombre (código 9);;;;
38;45;Torre Bolico;;;;
38;48;Base de la Guancha;;;;
38;63;El Time;;;;
38;64;Torre incendios Mercadel;0;0;0;
38;65;Ajonce;0;0;0;
38;66;Jinama;0;0;0;
38;67;Hoya del Pino;0;0;0;
38;68;Hoya del Morcillo;0;0;0;
38;69;Tajusara;0;0;0;
38;70;Tembárgena;0;0;0;
38;71;Tanajara;0;0;0;
38;72;Montaña Bermeja;0;0;0;
39;0;No determinado;;;;
39;1;Negreo;;;;
39;2;Bustillo;;;;
39;3;Vidrio;;;;
39;4;Obios;;;;
39;5;Caballar;;;;
39;6;Helipuerto;0;0;0;
39;99;Vigilante de otra provincia;;;;
40;0;No determinado;;;;
40;1;Sequero de Coca;;;;
40;2;Coca;;;;
40;3;Samboal;;;;
40;4;Pinar de Villa;;;;
40;5;Cuellar;;;;
40;6;Fuentemacanda;;;;
40;7;Gomezserracín;;;;
40;8;Majalcarro;;;;
40;9;Lagunillas;;;;
40;10;Picardeñas;;;;
40;12;Cabeza Reina;;;;
40;13;Sequero de San Rafael;;;;
40;15;Villacastín;;;;
40;16;Carbonero;;;;
40;17;Pinilla;;;;
40;18;San Cristóbal;;;;
40;19;Pasapán;;;;
40;20;Cantalejo;;;;
40;21;Cerro de la Horca;;;;
40;22;Turégano;;;;
40;23;El Rebollo;;;;
40;24;El Serretón;;;;
40;25;Pradales;;;;
40;26;Los Comunes;;;;
40;27;Valdevacas;;;;
40;28;El Berrocal;;;;
40;29;Torrecaballeros;;;;
40;30;La Camorca;;;;
40;31;Matabueyes;;;;
40;32;Santibáñez-La Tonda;;;;
40;33;Castroserma;;;;
40;34;Tolocirio;;;;
40;99;Vigilante de otra provincia;;;;
41;0;No determinado;;;;
41;1;SV-203 Cerro Negro (Castillo Guardas);;;;
41;2;SV-119 Las Navas (Almadén Plata);;;;
41;3;Grupo Ordenado;;;;
41;4;SV-116 El Jerre (Coripe);;;;
41;5;SV-201 Madroñalejo (Aznalcóllar);;;;
41;6;SV-204 La Canaleja (Gerena);;;;
41;7;SV-104 Dehesa de Upa (Cazalla);;;;
41;9;SV-205 Los Montes (Puebla del Río);;;;
41;10;Sierra San Pablo;;;;
41;11;SV-118 Los Charquillos (Morón Ftra);;;;
41;12;SV-113 Sierra Gilena;;;;
41;13;El Robledo;;;;
41;14;Sierra Almadenes;;;;
41;15;SV-110 Dehesa Boyal (Alcolea del Río);;;;
41;16;Las Jarillas;;;;
41;17;Pico de Hamapega;;;;
41;18;SV-108 San Cristóbal (Puebla Infantes);;;;
41;19;Los Serruchos;;;;
41;20;Los Higuerones;;;;
41;21;Isla Margarita;;;;
41;22;El Martinete;;;;
41;23;SV-120 Sierra Padrona (Real Jara);;;;
41;24;SV-107 El Retortillo (Las Navas C.);;;;
41;25;Sin nombre (código 25);;;;
41;26;SV-101 Sierra de Lima (El Pedroso);;;;
41;27;SV-102 Sierra del Viento (Guadalcanal);;;;
41;28;SV-103 Cerro Gallego (Alanís);;;;
41;29;SV-109 Matallana (Lora del Río);;;;
41;30;SV-202 Sierra Blanquilla (El Madroño);;;;
41;31;SV-106 Cerro Negrillo (Constantina);;;;
41;32;SV-114 Badolatosa;;;;
41;33;SV-111 Cruz Alta (Castilblanco);;;;
41;35;SV-206 Villamanrique de la Condesa;;;;
41;36;SV-117 Montellano;;;;
41;37;SV-207 Aznalcázar;;;;
41;38;SV-112 Osuna;;;;
41;39;SV-115 Los Corrales;;;;
41;99;Vigilante de otra provincia;;;;
42;0;No determinado;;;;
42;1;Almazán;;;;
42;2;Andaluz;;;;
42;3;Brabojos;;;;
42;4;Cabeza Alta;;;;
42;5;Cubillos;;;;
42;6;El Mirador;;;;
42;7;Alto tres Fuentes (El Muchachón);;;;
42;8;El Santo;;;;
42;9;Espejón;;;;
42;10;2º Grupo;;;;
42;11;El Berrocal (La Modorra);;;;
42;12;La Peñota;;;;
42;13;Las Veceas;;;;
42;14;Los Poyales;;;;
42;15;Lubia;;;;
42;16;Mataelhornillo;;;;
42;17;La Atalaya (Mataliendre);;;;
42;18;Matamala;;;;
42;19;Mojón Pardo;;;;
42;20;Montenegro;;;;
42;21;Molinos;;;;
42;22;Otero Mayor;;;;
42;23;Pajarejos;;;;
42;24;Panderin;;;;
42;25;San Cristóbal;;;;
42;26;Taniñe;;;;
42;27;El Madero;;;;
42;28;Tardelcuende;;;;
42;29;Toranzo;;;;
42;30;Valdenebro;;;;
42;31;Ventosinos;;;;
42;32;Villaciervos;;;;
42;33;Central;;;;
42;34;Coronilla - Arcos de Jalón;;;;
42;35;Hinodejo;;;;
42;36;Deza;30;579142;4595814;
42;99;Vigilante de otra provincia;;;;
43;0;No determinado;;;;
43;1;Montagut;;;;
43;2;La Baltasana;;;;
43;3;Creu de Santos;;;;
43;4;Montenegrelo;;;;
43;5;Plans de Sant Joan;;;;
43;6;Punta Alta;;;;
43;7;Engrillo;;;;
43;8;Caro;;;;
43;9;Llaberia;;;;
43;10;Sant Pau;;;;
43;11;Miramar;;;;
43;12;Ermita de Berrus;;;;
43;13;La Serra;;;;
43;14;La Cova;;;;
43;15;Cantallops;;;;
43;16;Puigcerver;;;;
43;17;La Mussara;;;;
43;18;Coll de La Mola;;;;
43;19;Cerro Gordo;;;;
43;23;Sin nombre (código 23);;;;
43;51;Sin nombre (código 51);;;;
43;53;Sin nombre (código 53);;;;
43;56;Sin nombre (código 56);;;;
43;57;Sin nombre (código 57);;;;
43;58;Sin nombre (código 58);;;;
43;59;Sin nombre (código 59);;;;
43;60;Sin nombre (código 60);;;;
43;62;Sin nombre (código 62);;;;
43;63;Sin nombre (código 63);;;;
43;64;Sin nombre (código 64);;;;
43;65;Sin nombre (código 65);;;;
43;89;Sin nombre (código 89);;;;
43;99;Vigilante de otra provincia;;;;
44;0;No determinado;;;;
44;1;Sin nombre (código 1);;;;
44;3;Sin nombre (código 3);;;;
44;5;Sin nombre (código 5);;;;
44;6;Sin nombre (código 6);;;;
44;7;Sin nombre (código 7);;;;
44;9;Sin nombre (código 9);;;;
44;10;Sin nombre (código 10);;;;
44;12;Alto de la Cruz;30;637765;4532908;
44;13;Puerto Minguez;30;665359;4522351;
44;14;Cabezo San Antón;30;663939;4543945;
44;15;Puerto Pinar;30;693807;4552997;
44;16;Peña del Gato;30;709893;4543790;
44;17;Monroyo;30;749542;4519789;
44;18;Perigañol;30;762785;4523606;
44;19;Las Ventas de Valdealgorfa;30;750338;4540218;
44;20;Cabezo de la  Aliaga;30;683468;4527534;
44;21;San Just;30;687492;4515224;
44;22;Majalinos;30;701469;4514684;
44;23;Muela Mujer;30;712300;4501810;
44;24;Capellania;30;709824;4491632;
44;25;Tamborero;30;722287;4481141;
44;26;Bramaderas;30;711366;4474876;
44;27;Cabezo Alto;30;677268;4469680;
44;28;Peña Arcil;30;694274;4464365;
44;29;El Val;30;669314;4446901;
44;30;Caña Sierra;30;669283;4434087;
44;31;Sierra Carbonera;30;640014;4469365;
44;32;Peña La Cruz;30;640057;4462472;
44;33;Javalon;30;634271;4453850;
44;34;La Sarriosa;30;622413;4461286;
44;35;El Cuerno;30;617638;4464033;
44;36;El Portillo;30;607359;4469266;
44;37;La Cruz de Santa Barbara;30;608247;4475530;
44;38;Peña Blanca;30;612912;4480048;
44;39;Sierra Alta;30;619534;4482376;
44;40;Cerro Marinero;30;612354;4492001;
44;41;Santa Isabel;30;701838;4450913;
44;50;Sin nombre (código 50);;;;
44;59;Alto de Fonfria;30;658750;4539781;
44;60;Cerro Pelado;30;683705;4430225;
44;67;El Morrón;30;724714;4510317;
44;68;San Cristóbal;30;767915;4544645;
44;69;Cerro Antona;30;705180;4463326;
44;70;Sierra Molinera;30;754340;4522769;
44;99;Vigilante de otra provincia;;;;
45;0;No determinado;;;;
45;1;Almorox;;;;
45;2;Pielago;;;;
45;3;La Iruela;;;;
45;4;Calderina;;;;
45;5;Castillazo;;;;
45;6;Cerro de Añover;;;;
45;7;Cerro de la Estrella;;;;
45;8;Valdeverdeja;;;;
45;9;Tierras de Talavera;;;;
45;10;Dehesa Boyal;;;;
45;11;Hontanar;;;;
45;12;Los Algibes;;;;
45;13;Lobera;;;;
45;14;Quinto de Mora;;;;
45;15;La Iglesuela;;;;
45;31;Sin determinar (Código 31);0;0;0;
45;95;Vigilante Ciudad Real;;;;
45;96;Vigilante Cáceres;;;;
45;97;Vigilante Cuenca;;;;
45;98;Vigilante Avila;;;;
45;99;Vigilante de otra provincia;;;;
45;100;San Pablo de los Montes;0;0;0;
46;0;No determinado;;;;
46;1;El Gavilán;30;661114;4437460;
46;2;El Cabezo;;;;
46;3;La Travina;30;657417;4419809;
46;4;Buena Leche;30;665494;4408488;
46;5;Pico del Remedio;30;672133;4404827;
46;6;Cerro Simón;30;684775;4409541;
46;7;Alto del Pino;30;722918;4396706;
46;8;Cabezo del Aguila;;;;
46;9;Cerillar;;;;
46;10;Pico Ropé;30;673386;4387675;
46;11;El Picayo;;;;
46;12;Cerro la Mata;;;;
46;13;Cerro Carpio;30;652730;4398807;
46;14;Moluengo;30;633729;4372108;
46;15;Sierra Negrete;;;;
46;16;Montote;;;;
46;17;Sierra Martés;0;0;0;
46;18;Sierra del Ave;30;691550;4352991;
46;19;Las Hierbas;30;686574;4378208;
46;20;La Hunde;30;654608;4325980;
46;21;Casa del Barón;;;;
46;22;Caroche;30;680343;4328791;
46;23;Mondúver;30;736694;4321362;
46;24;Benicadell;30;725338;4302202;
46;25;Alto de Alcola;30;670809;4342677;
46;26;Palmeral;30;706305;4333457;
46;27;Vallada;30;702102;4303710;
46;28;Caperucho;30;681668;4296784;
46;29;El Castillico;30;656233;4334409;
46;30;Central de Valencia;;;;
46;31;El Saler 1;;;;
46;32;El Saler 2;;;;
46;33;Sin nombre (código 33);;;;
46;34;Misserat;;;;
46;35;Las Boqueras;;;;
46;36;Casa del Doctor;30;654192;4360227;
46;37;Alto Negro;30;675764;4415379;
46;38;Valdesierras;30;658453;4404366;
46;40;La Herrada;30;669584;4366547;
46;41;Besori;30;713045;4353320;
46;42;Monte Mayor;30;690851;4332170;
46;99;Vigilante de otra provincia;;;;
47;0;No determinado;;;;
47;1;Pesquera;;;;
47;2;Carrascal;;;;
47;3;Esguevillas;;;;
47;4;Santibañez;;;;
47;5;Arenas;;;;
47;6;Iscar;;;;
47;7;Mojados;;;;
47;8;Olmedo;;;;
47;9;Monteblanco;;;;
47;10;Tordesillas;;;;
47;11;La Santa Espina;;;;
47;12;Mucientes;;;;
47;13;Castronuño;;;;
47;14;Villabañez;0;0;0;
47;15;Curto;0;0;0;
47;99;Vigilante de otra provincia;;;;
48;0;No determinado;;;;
49;0;No determinado;;;;
49;1;Zamora;;;;
49;2;Santiago;;;;
49;3;Villarino (Alcorcillo);;;;
49;4;Villardeciervos;;;;
49;5;Pedralba de la Pradería;;;;
49;6;Robledo;;;;
49;7;Alto de Villarejo;;;;
49;8;Alto de Muelas;;;;
49;9;Nuez de Aliste;;;;
49;10;Alto de Mahide;;;;
49;11;Sagallos;;;;
49;12;Moveros;;;;
49;13;La Canda;;;;
49;14;La Pedrizona;;;;
49;15;Carmona;;;;
49;16;Congosta;;;;
49;17;Arrabalde;;;;
49;18;Teso Santo;;;;
49;19;Ermita Gracia;;;;
49;20;Peleagonzalo;;;;
49;21;Sin nombre (código 21);;;;
49;22;El Raso - Villalpando;;;;
49;50;Sin nombre (código 50);;;;
49;98;Sin nombre (código 98);;;;
49;99;Vigilante de otra provincia;;;;
50;0;No determinado;;;;
50;1;Sin nombre (codigo 1);;;;
50;5;Sin nombre (código 5);;;;
50;6;Sin nombre (código 6);;;;
50;7;Sin nombre (codigo 7);;;;
50;8;Sin nombre (código 8);;;;
50;9;Sin nombre (código 9);;;;
50;11;Sin nombre (código 11);;;;
50;41;Puysevilla;30;668751;4675192;
50;42;Vidiella;30;659557;4717257;
50;43;La Magdalena;30;657150;4709877;
50;44;Puy Mone;30;665557;4697383;
50;45;Santa Quiteria (Huesca);;;;
50;46;Palomera;30;674280;4643045;
50;47;Santuario Misericordia;30;616717;4633761;
50;48;San Cristóbal;30;608980;4611029;
50;49;Virgen de la Sierra;30;604848;4599406;
50;50;Pico del Rayo;30;627027;4579923;
50;51;Virgen del Aguila;30;648481;4567831;
50;52;El Yugo;30;764367;4570743;
50;53;Santa Cruz;30;620426;4552397;
50;54;Cruz de San Vicente;30;746458;4580751;
50;55;Alto del Campillo;30;596018;4558602;
50;56;Grisel;;;;
50;57;Moros;;;;
50;58;Carnicero;30;677472;4587107;
50;59;Puchinebro;;;;
50;60;Puyesteban;30;720239;4612321;
50;61;Alto de la Liebre;30;578820;4569105;
50;62;El Viso;30;594137;4579198;
50;63;San José;30;603449;4635832;
50;64;La Nevera;30;637399;4578531;
50;65;;;;;
50;66;Sin nombre (código 66);;;;
50;67;Peñaflor;30;687895;4623557;
50;68;Virgen de Herrera;30;658865;4559121;
50;99;Vigilante de otra provincia;;;;
51;0;No determinado;;;;
52;0;No determinado;;;;
