IdCausa;Descripcion;DescripcionCorta;IdIdioma;IdCausaEuropa;DescripcionEuropa
311;Ferrocarril (provocat pel comboi);Ferrocarril (provocat pel comboi);1;ES_310;Railway
311;Trenbidea (konboiak eragindakoa);Trenbidea (konboiak eragindakoa);2;ES_310;Railway
311;Ferroviario (causado polo convoy);Ferroviario (causado polo convoy);3;ES_310;Railway
311;Ferrocarril (provocat pel comboi);Ferrocarril (provocat pel comboi);4;ES_310;Railway
311;Ferrocarril (provocat pel comboi);Ferrocarril (provocat pel comboi);5;ES_310;Railway
312;Ferrocarril (Catenaria);Catenaria;0;ES_310;Railway
312;Catenaria;Catenaria;1;ES_310;Railway
312;Trenbidea;Trenbidea;2;ES_310;Railway
312;Catenaria;Catenaria;3;ES_310;Railway
312;Catenaria;Catenaria;4;ES_310;Railway
312;Catenaria;Catenaria;5;ES_310;Railway
320;Otras causas por líneas eléctricas;Otras causas por líneas eléctricas (sin especificar);0;ES_320;Electric lines
320;Altres causes per línies elèctriques;Altres causes per línies elèctriques (sense especificar);1;ES_320;Electric lines
320;Beste arrazoi batzuek energia lerroek;Beste arrazoi batzuek energia lerroek (zehaztugabea);2;ES_320;Electric lines
320;Outras causas por liñas de enerxía;Outras causas por liñas de enerxía (sen especificar);3;ES_320;Electric lines
320;Altres causes per línies elèctriques;Altres causes per línies elèctriques (sense especificar);4;ES_320;Electric lines
320;Altres causes per línies elèctriques;Altres causes per línies elèctriques (sense especificar);5;ES_320;Electric lines
321;Caída de torreta;Caída de torreta;0;ES_320;Electric lines
321;Caiguda de torreta;Caiguda de torreta;1;ES_320;Electric lines
321;Turret erori;Turret erori;2;ES_320;Electric lines
321;Caída da torre;Caída da torre;3;ES_320;Electric lines
321;Caiguda de torreta;Caiguda de torreta;4;ES_320;Electric lines
321;Caiguda de torreta;Caiguda de torreta;5;ES_320;Electric lines
322;Rotura de tendido eléctrico;Rotura de tendido eléctrico;0;ES_320;Electric lines
322;Ruptura de línia elèctrica;Ruptura de línia elèctrica;1;ES_320;Electric lines
322;Elektrizitatearen jaitsiera;Elektrizitatearen jaitsiera;2;ES_320;Electric lines
322;Pausa de electricidade;Pausa de electricidade;3;ES_320;Electric lines
322;Ruptura de línia elèctrica;Ruptura de línia elèctrica;4;ES_320;Electric lines
322;Ruptura de línia elèctrica;Ruptura de línia elèctrica;5;ES_320;Electric lines
323;Impactos o contactos con fauna;Impactos o contactos con fauna;0;ES_320;Electric lines
323;Impactes o contactes amb fauna;Impactes o contactes amb fauna;1;ES_320;Electric lines
323;Faunaren eraginak edo kontaktuak;Faunaren eraginak edo kontaktuak;2;ES_320;Electric lines
323;Impactos ou contactos coa fauna;Impactos ou contactos coa fauna;3;ES_320;Electric lines
323;Impactes o contactes amb fauna;Impactes o contactes amb fauna;4;ES_320;Electric lines
323;Impactes o contactes amb fauna;Impactes o contactes amb fauna;5;ES_320;Electric lines
324;Impactos o contactos con vegetación;Impactos o contactos con vegetación;0;ES_320;Electric lines
324;Impactes o contactes amb vegetació;Impactes o contactes amb vegetació;1;ES_320;Electric lines
324;Landaretza duten eraginak edo kontaktuak;Landaretza duten eraginak edo kontaktuak;2;ES_320;Electric lines
324;Impactos ou contactos coa vexetación;Impactos ou contactos coa vexetación;3;ES_320;Electric lines
324;Impactes o contactes amb vegetació;Impactes o contactes amb vegetació;4;ES_320;Electric lines
324;Impactes o contactes amb vegetació;Impactes o contactes amb vegetació;5;ES_320;Electric lines
325;Impactos o contactos con otros elementos (vehículos, personas, etc);Impactos o contactos con otros elementos (vehículos, personas,etc);0;ES_320;Electric lines
325;Impactes o contactes amb altres elements (vehicles, persones, etc);Impactes o contactes amb altres elements (vehicles, persones, etc);1;ES_320;Electric lines
325;Eraginak edo beste elementu batzuekin kontaktuak (ibilgailuak, pertsonak, etk);Eraginak edo beste elementu batzuekin kontaktuak (ibilgailuak, pertsonak, etk);2;ES_320;Electric lines
325;Impactos ou contactos con outros elementos (vehículos, persoas, etc);Impactos ou contactos con outros elementos (vehículos, persoas, etc);3;ES_320;Electric lines
325;Impactes o contactes amb altres elements (vehicles, persones, etc);Impactes o contactes amb altres elements (vehicles, persones, etc);4;ES_320;Electric lines
325;Impactes o contactes amb altres elements (vehicles, persones, etc);Impactes o contactes amb altres elements (vehicles, persones, etc);5;ES_320;Electric lines
326;Transformadores de la red eléctrica;Transformadores de la red eléctrica;0;ES_320;Electric lines
326;Transformadors de la xarxa elèctrica;Transformadors de la xarxa elèctrica;1;ES_320;Electric lines
326;Sare elektrikoaren transformadoreak;Sare elektrikoaren transformadoreak;2;ES_320;Electric lines
326;Transformadores da rede eléctrica;Transformadores da rede eléctrica;3;ES_320;Electric lines
326;Transformadors de la xarxa elèctrica;Transformadors de la xarxa elèctrica;4;ES_320;Electric lines
326;Transformadors de la xarxa elèctrica;Transformadors de la xarxa elèctrica;5;ES_320;Electric lines
327;Aerogenerador;Aerogenerador;0;ES_320;Electric lines
327;Aerogenerador;Aerogenerador;1;ES_320;Electric lines
327;Aerosorgailu;Aerosorgailu;2;ES_320;Electric lines
327;Turbina de vento;Turbina de vento;3;ES_320;Electric lines
327;Aerogenerador;Aerogenerador;4;ES_320;Electric lines
327;Aerogenerador;Aerogenerador;5;ES_320;Electric lines
328;Huerto solar/placas solares;Huerto solar/placas solares;0;ES_320;Electric lines
328;Huerto solar/placas solares;Huerto solar/placas solares;1;ES_320;Electric lines
328;Huerto solar/placas solares;Huerto solar/placas solares;2;ES_320;Electric lines
328;Huerto solar/placas solares;Huerto solar/placas solares;3;ES_320;Electric lines
328;Huerto solar/placas solares;Huerto solar/placas solares;4;ES_320;Electric lines
328;Huerto solar/placas solares;Huerto solar/placas solares;5;ES_320;Electric lines
330;Otro tipo de motores o maquinaria (sin especificar);Mot. y Maq. (s.e.);0;ES_330;Engines and machinery
330;Motors i maquines (sense especificar);Otro tipo de motores o maquinaria (sin especificar);1;ES_330;Engines and machinery
330;Motoreak eta makinak (zehaztu gabe);Motoreak eta makinak (z.g.);2;ES_330;Engines and machinery
330;Motores e máquinas(sen especificar);Mot. e Maq. (s.e);3;ES_330;Engines and machinery
330;Motors i maquines (sense especificar);Mot.i Maq. (s.e);4;ES_330;Engines and machinery
330;Motors i maquines (sense especificar);Mot.i Maq. (s.e);5;ES_330;Engines and machinery
331;Maquinaria (cosechadoras);Maquinaria (cosechadoras);0;ES_331;Harvesters
331;Maquines (recol·lectores);Maq. (Recol·lectores);1;ES_331;Harvesters
331;Makinak (uztamakina);Makinak (uztamakina);2;ES_331;Harvesters
331;Máquinas (mocolleitadoras);Maq. (Mocolleitadoras);3;ES_331;Harvesters
331;Maquines (recol·lectores);Maq. (Recol·lectores);4;ES_331;Harvesters
331;Maquines (recol·lectores);Maquinaria (Maq. (Recol·lectores));5;ES_331;Harvesters
332;Maquinaria (Empacadoras);Maquinaria (Empacadoras);0;ES_330;Engines and machinery
332;Maquinària (Empacadores);Maquinària (Empacadores);1;ES_330;Engines and machinery
332;Makineria (Balers);Makineria (Balers);2;ES_330;Engines and machinery
332;Máquinas (empacadoras);Máquinas (empacadoras);3;ES_330;Engines and machinery
332;Maquinària (Empacadores);Maquinària (Empacadores);4;ES_330;Engines and machinery
332;Maquinària (Empacadores);Maquinària (Empacadores);5;ES_330;Engines and machinery
333;Maquinaria (autocargador/cosechadora forestal);Maquinaria (autocargador/cosech. forestal);0;ES_330;Engines and machinery
333;Maquinaria (autocargador/cosechadora forestal);Maquinaria (autocargador/cosech. forestal);1;ES_330;Engines and machinery
333;Maquinaria (autocargador/cosechadora forestal);Maquinaria (autocargador/cosech. forestal);2;ES_330;Engines and machinery
333;Maquinaria (autocargador/cosechadora forestal);Maquinaria (autocargador/cosech. forestal);3;ES_330;Engines and machinery
333;Maquinaria (autocargador/cosechadora forestal);Maquinaria (autocargador/cosech. forestal);4;ES_330;Engines and machinery
333;Maquinaria (autocargador/cosechadora forestal);Maquinaria (autocargador/cosech. forestal);5;ES_330;Engines and machinery
334;Escapes de vehículos (ligeros y pesados);Escapes de vehículos (ligeros y pesados);0;ES_332;Light or heavy weight vehicles
334;Fuites de vehicles (lleugers i pesats);Fuites de vehicles (lleugers i pesats);1;ES_332;Light or heavy weight vehicles
334;Ibilgailuen ihesak (argia eta astuna);Ibilgailuen ihesak (argia eta astuna);2;ES_332;Light or heavy weight vehicles
334;Exhausts de vehículos (liviáns e pesados);Exhausts de vehículos (liviáns e pesados);3;ES_332;Light or heavy weight vehicles
334;Fuites de vehicles (lleugers i pesats);Fuites de vehicles (lleugers i pesats);4;ES_332;Light or heavy weight vehicles
334;Fuites de vehicles (lleugers i pesats);Fuites de vehicles (lleugers i pesats);5;ES_332;Light or heavy weight vehicles
335;Quema intencionada de vehículos (delincuencia, vandalismo);Quema intencionada de vehículos (delincuencia, vandalismo);0;ES_330;Engines and machinery
335;Crema intencionada de vehicles (delinqüència, vandalisme);Crema intencionada de vehicles (delinqüència, vandalisme);1;ES_330;Engines and machinery
335;Ibilgailuen erretzea gogorra (krimena, bandalismoa);Ibilgailuen erretzea gogorra (krimena, bandalismoa);2;ES_330;Engines and machinery
335;Queimadura intencionada de vehículos (crime, vandalismo);Queimadura intencionada de vehículos (crime, vandalismo);3;ES_330;Engines and machinery
335;Crema intencionada de vehicles (delinqüència, vandalisme);Crema intencionada de vehicles (delinqüència, vandalisme);4;ES_330;Engines and machinery
335;Crema intencionada de vehicles (delinqüència, vandalisme);Crema intencionada de vehicles (delinqüència, vandalisme);5;ES_330;Engines and machinery
336;Accidentes de vehículos (incendios fortuitos, accidentes de tráfico, etc.);Accidentes de vehículos (incendios fortuitos, accidentes de tráfico, etc.);0;ES_333;Vehicle accident
336;Accidents de vehicles (incendis fortuïts, accidents de trànsit, etc.);Accidents de vehicles (incendis fortuïts, accidents de trànsit, etc.);1;ES_333;Vehicle accident
336;Ibilgailuen istripuak (ausazko sutea, trafiko istripuak, etab.);Ibilgailuen istripuak (ausazko sutea, trafiko istripuak, etab.);2;ES_333;Vehicle accident
336;Accidentes de vehículos (incendios aleatorios, accidentes de tráfico, etc.);Accidentes de vehículos (incendios aleatorios, accidentes de tráfico, etc.);3;ES_333;Vehicle accident
336;Accidents de vehicles (incendis fortuïts, accidents de trànsit, etc.);Accidents de vehicles (incendis fortuïts, accidents de trànsit, etc.);4;ES_333;Vehicle accident
336;Accidents de vehicles (incendis fortuïts, accidents de trànsit, etc.);Accidents de vehicles (incendis fortuïts, accidents de trànsit, etc.);5;ES_333;Vehicle accident
337;Transformadores/generadores eléctricos (portátiles);Transformadores/generadores eléctricos (portátiles);0;ES_330;Engines and machinery
337;Transformadors / generadors elèctrics (portàtils);Transformadors / generadors elèctrics (portàtils);1;ES_330;Engines and machinery
337;Transformadore elektrikoak / sorgailuak (eramangarriak);Transformadore elektrikoak / sorgailuak (eramangarriak);2;ES_330;Engines and machinery
337;Transformadores / xeradores eléctricos (portátiles);Transformadores / xeradores eléctricos (portátiles);3;ES_330;Engines and machinery
337;Transformadors / generadors elèctrics (portàtils);Transformadors / generadors elèctrics (portàtils);4;ES_330;Engines and machinery
337;Transformadors / generadors elèctrics (portàtils);Transformadors / generadors elèctrics (portàtils);5;ES_330;Engines and machinery
340;Otras causas en actividades militares;Otras causas en actividades militares (sin especificar);0;ES_340;Army manoeuvres
340;Altres causes en activitats militars;Altres causes en activitats militars (sense especificar);1;ES_340;Army manoeuvres
340;Ekintza militarren beste kausak;Ekintza militarren beste kausak (zehaztugabea);2;ES_340;Army manoeuvres
340;Outras causas en actividades militares;Outras causas en actividades militares (sen especificar);3;ES_340;Army manoeuvres
340;Altres causes en activitats militars;Altres causes en activitats militars (sense especificar);4;ES_340;Army manoeuvres
340;Altres causes en activitats militars;Altres causes en activitats militars (sense especificar);5;ES_340;Army manoeuvres
341;Desarrollos de maniobras en campos de tiro;Desarrollos de maniobras en campos de tiro;0;ES_340;Army manoeuvres
341;Desenvolupaments de maniobres en camps de tir;Desenvolupaments de maniobres en camps de tir;1;ES_340;Army manoeuvres
341;Maniobrak garapenak tiro eremuetan;Maniobrak garapenak tiro eremuetan;2;ES_340;Army manoeuvres
341;Evolución das manobras nos intervalos de tiro;Evolución das manobras nos intervalos de tiro;3;ES_340;Army manoeuvres
341;Desenvolupaments de maniobres en camps de tir;Desenvolupaments de maniobres en camps de tir;4;ES_340;Army manoeuvres
341;Desenvolupaments de maniobres en camps de tir;Desenvolupaments de maniobres en camps de tir;5;ES_340;Army manoeuvres
342;Explosiones de artefactos abandonados;Explosiones de artefactos abandonados;0;ES_340;Army manoeuvres
342;Explosions dartefactes;Explosions dartefactes;1;ES_340;Army manoeuvres
342;Artifacts abandonados de explosiones;Artifacts abandonados de explosiones;2;ES_340;Army manoeuvres
342;Explosións de artefactos abandonados;Explosións de artefactos abandonados;3;ES_340;Army manoeuvres
342;Explosions dartefactes;Explosions dartefactes;4;ES_340;Army manoeuvres
342;Explosions dartefactes;Explosions dartefactes;5;ES_340;Army manoeuvres
350;Herramientas mecánicas (otras);Herramientas mecánicas (otras);0;ES_330;Engines and machinery
350;Eines mecàniques (altres);Eines mecàniques (altres);1;ES_330;Engines and machinery
350;Tresna mekanikoak (beste batzuk);Tresna mekanikoak (beste batzuk);2;ES_330;Engines and machinery
350;Ferramentas mecánicas (outras);Ferramentas mecánicas (outras);3;ES_330;Engines and machinery
350;Eines mecàniques (altres);Eines mecàniques (altres);4;ES_330;Engines and machinery
350;Eines mecàniques (altres);Eines mecàniques (altres);5;ES_330;Engines and machinery
351;Herramientas mecánicas (Desbrozadoras/astilladora);Herramientas mecánicas (Desbrozadoras);0;ES_330;Engines and machinery
351;Eines mecàniques (Desbrossadores);Eines mecàniques (Desbrossadores);1;ES_330;Engines and machinery
351;Tresna mekanikoak (Brotxatzaileak);Tresna mekanikoak (Brotxatzaileak);2;ES_330;Engines and machinery
351;Ferramentas mecánicas (escobillas);Ferramentas mecánicas (escobillas);3;ES_330;Engines and machinery
351;Eines mecàniques (Desbrossadores);Eines mecàniques (Desbrossadores);4;ES_330;Engines and machinery
351;Eines mecàniques (Desbrossadores);Eines mecàniques (Desbrossadores);5;ES_330;Engines and machinery
352;Herramientas mecánicas (Hiladora);Herramientas mecánicas (Hiladora);0;ES_330;Engines and machinery
352;Eines mecàniques (filadora);Eines mecàniques (filadora);1;ES_330;Engines and machinery
352;Mekaniko tresnak (Spinning);Mekaniko tresnak (Spinning);2;ES_330;Engines and machinery
352;Ferramentas mecánicas (Spinning);Ferramentas mecánicas (Spinning);3;ES_330;Engines and machinery
352;Eines mecàniques (filadora);Eines mecàniques (filadora);4;ES_330;Engines and machinery
352;Eines mecàniques (filadora);Eines mecàniques (filadora);5;ES_330;Engines and machinery
353;Herramientas mecánicas (Enfardadora);Herramientas mecánicas (Enfardadora);0;ES_330;Engines and machinery
353;Eines mecàniques (Enfardadora);Eines mecàniques (Enfardadora);1;ES_330;Engines and machinery
353;Mekaniko tresnak (Baler);Mekaniko tresnak (Baler);2;ES_330;Engines and machinery
353;Ferramentas mecánicas (Baler);Ferramentas mecánicas (Baler);3;ES_330;Engines and machinery
353;Eines mecàniques (Enfardadora);Eines mecàniques (Enfardadora);4;ES_330;Engines and machinery
353;Eines mecàniques (Enfardadora);Eines mecàniques (Enfardadora);5;ES_330;Engines and machinery
354;Herramientas mecánicas (Segadoras);Herramientas mecánicas (Segadoras);0;ES_330;Engines and machinery
354;Eines mecàniques (Segadores);Eines mecàniques (Segadores);1;ES_330;Engines and machinery
354;Tresneria mekanikoak (Mowers);Tresneria mekanikoak (Mowers);2;ES_330;Engines and machinery
354;Ferramentas mecánicas (cortadores);Ferramentas mecánicas (cortadores);3;ES_330;Engines and machinery
354;Eines mecàniques (Segadores);Eines mecàniques (Segadores);4;ES_330;Engines and machinery
354;Eines mecàniques (Segadores);Eines mecàniques (Segadores);5;ES_330;Engines and machinery
355;Herramientas mecánicas (bombas y motores de riego);Herr. mecánicas (bombas y motores de riego);0;ES_330;Engines and machinery
355;Herramientas mecánicas (bombas y motores de riego);Herr. mecánicas (bombas y motores de riego);1;ES_330;Engines and machinery
355;Herramientas mecánicas (bombas y motores de riego);Herr. mecánicas (bombas y motores de riego);2;ES_330;Engines and machinery
355;Herramientas mecánicas (bombas y motores de riego);Herr. mecánicas (bombas y motores de riego);3;ES_330;Engines and machinery
355;Herramientas mecánicas (bombas y motores de riego);Herr. mecánicas (bombas y motores de riego);4;ES_330;Engines and machinery
355;Herramientas mecánicas (bombas y motores de riego);Herr. mecánicas (bombas y motores de riego);5;ES_330;Engines and machinery
356;Herramientas mecánicas otras (conocidas);Herramientas mecánicas otras (conocidas);0;ES_330;Engines and machinery
356;Eines mecàniques altres (conegudes);Eines mecàniques altres (conegudes);1;ES_330;Engines and machinery
356;Beste tresna mekaniko batzuk (ezagunak);Beste tresna mekaniko batzuk (ezagunak);2;ES_330;Engines and machinery
356;Outras ferramentas mecánicas (coñecidas);Outras ferramentas mecánicas (coñecidas);3;ES_330;Engines and machinery
356;Eines mecàniques altres (conegudes);Eines mecàniques altres (conegudes);4;ES_330;Engines and machinery
356;Eines mecàniques altres (conegudes);Eines mecàniques altres (conegudes);5;ES_330;Engines and machinery
360;Herramientas manuales (otras);Herramientas manuales (otras);0;ES_330;Engines and machinery
360;Eines manuals (altres);Eines manuals (altres);1;ES_330;Engines and machinery
360;Eskuko tresnak (beste batzuk);Eskuko tresnak (beste batzuk);2;ES_330;Engines and machinery
360;Ferramentas manuais (outras);Ferramentas manuais (outras);3;ES_330;Engines and machinery
360;Eines manuals (altres);Eines manuals (altres);4;ES_330;Engines and machinery
360;Eines manuals (altres);Eines manuals (altres);5;ES_330;Engines and machinery
361;Herramientas manuales (Radial/Amoladora);Herramientas manuales (Radial/Amoladora);0;ES_330;Engines and machinery
361;Eines manuals (Radial / Mola);Eines manuals (Radial / Mola);1;ES_330;Engines and machinery
361;Hand tresnak (Radial / Grinder);Hand tresnak (Radial / Grinder);2;ES_330;Engines and machinery
361;Ferramentas manuais (Radial / Grinder);Ferramentas manuais (Radial / Grinder);3;ES_330;Engines and machinery
361;Eines manuals (Radial / Mola);Eines manuals (Radial / Mola);4;ES_330;Engines and machinery
361;Eines manuals (Radial / Mola);Eines manuals (Radial / Mola);5;ES_330;Engines and machinery
362;Herramientas manuales (Soldadura);Herramientas manuales (Soldadura);0;ES_330;Engines and machinery
362;Eines manuals (Soldadura);Eines manuals (Soldadura);1;ES_330;Engines and machinery
362;Eskuzko tresnak (Soldadura);Eskuzko tresnak (Soldadura);2;ES_330;Engines and machinery
362;Ferramentas manuais (Soldadura);Ferramentas manuais (Soldadura);3;ES_330;Engines and machinery
362;Eines manuals (Soldadura);Eines manuals (Soldadura);4;ES_330;Engines and machinery
362;Eines manuals (Soldadura);Eines manuals (Soldadura);5;ES_330;Engines and machinery
363;Herramientas manuales (Desbrozadora);Herramientas manuales (Desbrozadora);0;ES_330;Engines and machinery
363;Eines manuals (Desbrossadora);Eines manuals (Desbrossadora);1;ES_330;Engines and machinery
363;Eskuzko tresnak (eskuila ebakitzailea);Eskuzko tresnak (eskuila ebakitzailea);2;ES_330;Engines and machinery
363;Ferramentas manuais (cortador de xesta);Ferramentas manuais (cortador de xesta);3;ES_330;Engines and machinery
363;Eines manuals (Desbrossadora);Eines manuals (Desbrossadora);4;ES_330;Engines and machinery
363;Eines manuals (Desbrossadora);Eines manuals (Desbrossadora);5;ES_330;Engines and machinery
364;Herramientas manuales (Motosierras);Herramientas manuales (Motosierras);0;ES_330;Engines and machinery
364;Eines manuals (Motoserres);Eines manuals (Motoserres);1;ES_330;Engines and machinery
364;Eskuzko tresnak (Chainsaws);Eskuzko tresnak (Chainsaws);2;ES_330;Engines and machinery
364;Ferramentas manuais (motoserras);Ferramentas manuais (motoserras);3;ES_330;Engines and machinery
364;Eines manuals (Motoserres);Eines manuals (Motoserres);4;ES_330;Engines and machinery
364;Eines manuals (Motoserres);Eines manuals (Motoserres);5;ES_330;Engines and machinery
365;Herramientas manuales otras (conocidas);Herramientas manuales otras (conocidas);0;ES_330;Engines and machinery
365;Eines manuals altres (conegudes);Eines manuals altres (conegudes);1;ES_330;Engines and machinery
365;Eskuzko beste tresna batzuk (ezagunak);Eskuzko beste tresna batzuk (ezagunak);2;ES_330;Engines and machinery
365;Outras ferramentas mecánicas (coñecidas);Outras ferramentas mecánicas (coñecidas);3;ES_330;Engines and machinery
365;Eines manuals altres (conegudes);Eines manuals altres (conegudes);4;ES_330;Engines and machinery
365;Eines manuals altres (conegudes);Eines manuals altres (conegudes);5;ES_330;Engines and machinery
370;Escape de otras quemas controladas (conocidas);Escape de otras quemas controladas (conocidas);0;ES_296;Fires due other negligence cause
370;Fuita daltres cremes controlades (conegudes);Fuita daltres cremes controlades (conegudes);1;ES_296;Fires due other negligence cause
370;Iratzargailu kontrolatuetatik ihes egin (ezaguna);Iratzargailu kontrolatuetatik ihes egin (ezaguna);2;ES_296;Fires due other negligence cause
370;Escape de outras queimaduras controladas (coñecidas);Escape de outras queimaduras controladas (coñecidas);3;ES_296;Fires due other negligence cause
370;Fuita daltres cremes controlades (conegudes);Fuita daltres cremes controlades (conegudes);4;ES_296;Fires due other negligence cause
370;Fuita daltres cremes controlades (conegudes);Fuita daltres cremes controlades (conegudes);5;ES_296;Fires due other negligence cause
371;Escape de quema controlada en trabajos preventivos;Escape de quema controlada en trabajos preventivos;0;ES_296;Fires due other negligence cause
371;Fuita dcrema controlada en treballs preventius;Fuita dcrema controlada en treballs preventius;1;ES_296;Fires due other negligence cause
371;Kontrolatutako erretzea ihes egitea prebentziozko lanetan;Kontrolatutako erretzea ihes egitea prebentziozko lanetan;2;ES_296;Fires due other negligence cause
371;Escape de combustión controlada en traballos preventivos;Escape de combustión controlada en traballos preventivos;3;ES_296;Fires due other negligence cause
371;Fuita dcrema controlada en treballs preventius;Fuita dcrema controlada en treballs preventius;4;ES_296;Fires due other negligence cause
371;Fuita dcrema controlada en treballs preventius;Fuita dcrema controlada en treballs preventius;5;ES_296;Fires due other negligence cause
372;Escape de quema controlada para limpieza y regeneración de fincas ganaderas;Escape de quema controlada para limpieza y regeneración de fincas ganaderas;0;ES_296;Fires due other negligence cause
372;Fuita dcrema controlada per a neteja i regeneració de finques ramaderes;Fuita dcrema controlada per a neteja i regeneració de finques ramaderes;1;ES_296;Fires due other negligence cause
372;Abeltzaintzako ustiategien garbiketa eta birsorkuntza kontrolatzeko erretzea;Abeltzaintzako ustiategien garbiketa eta birsorkuntza kontrolatzeko erretzea;2;ES_296;Fires due other negligence cause
372;Escape de combustión controlada para a limpeza e rexeneración das explotacións ganaderas;Escape de combustión controlada para a limpeza e rexeneración das explotacións ganaderas;3;ES_296;Fires due other negligence cause
372;Fuita dcrema controlada per a neteja i regeneració de finques ramaderes;Fuita dcrema controlada per a neteja i regeneració de finques ramaderes;4;ES_296;Fires due other negligence cause
372;Fuita dcrema controlada per a neteja i regeneració de finques ramaderes;Fuita dcrema controlada per a neteja i regeneració de finques ramaderes;5;ES_296;Fires due other negligence cause
399;Otras causas no intencionales (conocidas);Otras causas no intencionales (conocidas);0;ES_296;Fires due other negligence cause
399;Altres causes no intencionals (conegudes);Altres causes no intencionals (conegudes);1;ES_296;Fires due other negligence cause
399;Beste nahigabeko arrazoiak (ezagunak);Beste nahigabeko arrazoiak (ezagunak);2;ES_296;Fires due other negligence cause
399;Outras causas involuntarias (coñecidas);Outras causas involuntarias (coñecidas);3;ES_296;Fires due other negligence cause
399;Altres causes no intencionals (conegudes);Altres causes no intencionals (conegudes);4;ES_296;Fires due other negligence cause
399;Altres causes no intencionals (conegudes);Altres causes no intencionals (conegudes);5;ES_296;Fires due other negligence cause
400;Intencionado;Intencionado;0;ES_400;Intentional
400;Intencionat;Intencionat;1;ES_400;Intentional
400;Nahitakoa;Nahitakoa;2;ES_400;Intentional
400;Intencionado;Intencionado;3;ES_400;Intentional
400;Intencionat;Intencionat;4;ES_400;Intentional
400;Intencionat;Intencionat;5;ES_400;Intentional
500;Desconocida;Desconocida;0;ES_500;Unknown
500;Desconeguda;Desconeguda;1;ES_500;Unknown
500;Ezezaguna;Ezezaguna;2;ES_500;Unknown
500;Descoñecida;Descoñecida;3;ES_500;Unknown
500;Desconeguda;Desconeguda;4;ES_500;Unknown
500;Desconeguda;Desconeguda;5;ES_500;Unknown
600;Reproducido;Reproducido;0;ES_600;Restart of fire
600;Reproducció;Reproducció;1;ES_600;Restart of fire
600;Berriz hasitakoa;Berriz hasitakoa;2;ES_600;Restart of fire
600;Reproducido;Reproducido;3;ES_600;Restart of fire
600;Reproducció;Reproducció;4;ES_600;Restart of fire
600;Reproducció;Reproducció;5;ES_600;Restart of fire
