IdCatalogoMonte;NumCatalogo;IdComunidad;IdProvincia;IdMunicipio;IdDemanialMonte;IdTitularidadMonte;Descripcion;Propietario;EsProtector;EsConsorciado
30570;FI-0030;11;2;28;1;1;Canalejas;Ayuntamiento;False;False
30571;FI-0034;11;2;76;1;1;Cantalar AB3003;Ayuntamiento;False;False
30572;FI-0038;11;2;30;1;1;Solana y Cerro de la  Fuente del Taif AB1010;Junta de Castilla-La Mancha;False;False
30573;FI-0044;11;2;70;1;1;Picarazos AB3043;Ayuntamiento;False;False
30574;FI-0053;11;2;80;1;1;Dehesa de Las Parras;Ayuntamiento;False;False
30575;FI-0056;11;2;37;1;1;Cañada del Gallego;Ayuntamiento;False;False
30576;FI-0066;11;2;23;1;1;Dehesa de Tetuán AB1032;Junta de Castilla-La Mancha;False;False
30577;FI-0067;11;2;82;1;1;Pinar de Villatoya AB1023;Junta de Castilla-La Mancha;False;False
30578;FI-0074;11;2;11;1;1;Cuarto Alarcón y Agregados AB1002;Junta de Castilla-La Mancha;False;False
30579;FI-0080;11;2;21;3;1;Campo de Maniobras Militares;Ministerio de defensa;False;False
30580;FI-0080;11;2;29;3;1;Campo de Maniobras Militares;Ministerio de defensa;False;False
30581;FI-0080;11;2;39;3;1;Campo de Maniobras Militares;Ministerio de defensa;False;False
30582;FI-0080;11;2;40;3;1;Campo de Maniobras Militares;Ministerio de defensa;False;False
30583;FI-0080;11;2;64;3;1;Campo de Maniobras Militares;Ministerio de defensa;False;False
30584;GU-3126;11;2;16;1;1;SIERRA;AYUNTAMIENTO DE MOLINA DE ARAGÓN;False;False
30585;PN0001;11;2;57;4;4;Monte Parque Natural Lagunas de Ruidera;Particulares sin definir;False;False
30586;PNC0;11;2;0;4;2;Sin describir;PNC sin definir;False;False
30587;PNC0;11;2;3;4;2;Sin describir;PNC sin definir;False;False
30588;PNC0;11;2;11;4;2;Sin describir;PNC sin definir;False;False
30589;PNC0;11;2;12;4;2;Sin describir;PNC sin definir;False;False
30590;PNC0;11;2;23;4;2;Sin describir;PNC sin definir;False;False
30591;PNC0;11;2;26;4;2;Sin describir;PNC sin definir;False;False
30592;PNC0;11;2;30;4;2;Sin describir;PNC sin definir;False;False
30593;PNC0;11;2;34;4;2;Sin describir;PNC sin definir;False;False
30594;PNC0;11;2;37;4;2;Sin describir;PNC sin definir;False;False
30595;PNC0;11;2;41;4;2;Sin describir;PNC sin definir;False;False
30596;PNC0;11;2;43;4;2;Sin describir;PNC sin definir;False;False
30597;PNC0;11;2;44;4;2;Sin describir;PNC sin definir;False;False
30598;PNC0;11;2;66;4;2;Sin describir;PNC sin definir;False;False
30599;PNC0;11;2;67;4;2;Sin describir;PNC sin definir;False;False
30600;PNC0;11;2;70;4;2;Sin describir;PNC sin definir;False;False
30601;PNC0;11;2;73;4;2;Sin describir;PNC sin definir;False;False
30602;PNC0;11;2;75;4;2;Sin describir;PNC sin definir;False;False
30603;PNV;11;2;0;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30604;PNV;11;2;1;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30605;PNV;11;2;2;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30606;PNV;11;2;3;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30607;PNV;11;2;4;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30608;PNV;11;2;5;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30609;PNV;11;2;6;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30610;PNV;11;2;7;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30611;PNV;11;2;8;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30612;PNV;11;2;9;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30613;PNV;11;2;10;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30614;PNV;11;2;11;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30615;PNV;11;2;12;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30616;PNV;11;2;13;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30617;PNV;11;2;14;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30618;PNV;11;2;15;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30619;PNV;11;2;16;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30620;PNV;11;2;17;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30621;PNV;11;2;18;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30622;PNV;11;2;19;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30623;PNV;11;2;20;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30624;PNV;11;2;21;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30625;PNV;11;2;22;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30626;PNV;11;2;23;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30627;PNV;11;2;24;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30628;PNV;11;2;25;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30629;PNV;11;2;26;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30630;PNV;11;2;27;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30631;PNV;11;2;28;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30632;PNV;11;2;29;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30633;PNV;11;2;30;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30634;PNV;11;2;31;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30635;PNV;11;2;32;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30636;PNV;11;2;33;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30637;PNV;11;2;34;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30638;PNV;11;2;35;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30639;PNV;11;2;36;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30640;PNV;11;2;37;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30641;PNV;11;2;38;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30642;PNV;11;2;39;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30643;PNV;11;2;40;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30644;PNV;11;2;41;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30645;PNV;11;2;42;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30646;PNV;11;2;43;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30647;PNV;11;2;44;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30648;PNV;11;2;45;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30649;PNV;11;2;46;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30650;PNV;11;2;47;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30651;PNV;11;2;48;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30652;PNV;11;2;49;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30653;PNV;11;2;50;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30654;PNV;11;2;51;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30655;PNV;11;2;52;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30656;PNV;11;2;53;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30657;PNV;11;2;54;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30658;PNV;11;2;55;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30659;PNV;11;2;56;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30660;PNV;11;2;57;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30661;PNV;11;2;58;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30662;PNV;11;2;59;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30663;PNV;11;2;60;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30664;PNV;11;2;61;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30665;PNV;11;2;62;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30666;PNV;11;2;63;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30667;PNV;11;2;64;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30668;PNV;11;2;65;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30669;PNV;11;2;66;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30670;PNV;11;2;67;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30671;PNV;11;2;68;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30672;PNV;11;2;69;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30673;PNV;11;2;70;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30674;PNV;11;2;71;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30675;PNV;11;2;72;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30676;PNV;11;2;73;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30677;PNV;11;2;74;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30678;PNV;11;2;75;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30679;PNV;11;2;76;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30680;PNV;11;2;77;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30681;PNV;11;2;78;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30682;PNV;11;2;79;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30683;PNV;11;2;80;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30684;PNV;11;2;81;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30685;PNV;11;2;82;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30686;PNV;11;2;83;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30687;PNV;11;2;84;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30688;PNV;11;2;85;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30689;PNV;11;2;86;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30690;PNV;11;2;901;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30691;PNV;11;2;999;4;3;PARTICULAR NO VECINAL;PARTICULAR;False;False
30692;PNV0;11;2;0;4;3;Sin describir;PNV sin definir;False;False
30693;PNV0;11;2;3;4;3;Sin describir;PNV sin definir;False;False
30694;PNV0;11;2;5;4;3;Sin describir;PNV sin definir;False;False
30695;PNV0;11;2;7;4;3;Sin describir;PNV sin definir;False;False
30696;PNV0;11;2;8;4;3;Sin describir;PNV sin definir;False;False
30697;PNV0;11;2;9;4;3;Sin describir;PNV sin definir;False;False
30698;PNV0;11;2;11;4;3;Sin describir;PNV sin definir;False;False
30699;PNV0;11;2;12;4;3;Sin describir;PNV sin definir;False;False
30700;PNV0;11;2;13;4;3;Sin describir;PNV sin definir;False;False
30701;PNV0;11;2;16;4;3;Sin describir;PNV sin definir;False;False
30702;PNV0;11;2;20;4;3;Sin describir;PNV sin definir;False;False
30703;PNV0;11;2;22;4;3;Sin describir;PNV sin definir;False;False
30704;PNV0;11;2;30;4;3;Sin describir;PNV sin definir;False;False
30705;PNV0;11;2;31;4;3;Sin describir;PNV sin definir;False;False
30706;PNV0;11;2;32;4;3;Sin describir;PNV sin definir;False;False
30707;PNV0;11;2;37;4;3;Sin describir;PNV sin definir;False;False
30708;PNV0;11;2;39;4;3;Sin describir;PNV sin definir;False;False
30709;PNV0;11;2;41;4;3;Sin describir;PNV sin definir;False;False
30710;PNV0;11;2;42;4;3;Sin describir;PNV sin definir;False;False
30711;PNV0;11;2;44;4;3;Sin describir;PNV sin definir;False;False
30712;PNV0;11;2;45;4;3;Sin describir;PNV sin definir;False;False
30713;PNV0;11;2;49;4;3;Sin describir;PNV sin definir;False;False
30714;PNV0;11;2;53;4;3;Sin describir;PNV sin definir;False;False
30715;PNV0;11;2;60;4;3;Sin describir;PNV sin definir;False;False
30716;PNV0;11;2;65;4;3;Sin describir;PNV sin definir;False;False
30717;PNV0;11;2;67;4;3;Sin describir;PNV sin definir;False;False
30718;PNV0;11;2;74;4;3;Sin describir;PNV sin definir;False;False
30719;PNV0;11;2;75;4;3;Sin describir;PNV sin definir;False;False
30720;PNV0;11;2;78;4;3;Sin describir;PNV sin definir;False;False
30721;PNV0;11;2;79;4;3;Sin describir;PNV sin definir;False;False
30722;PNV0;11;2;81;4;3;Sin describir;PNV sin definir;False;False
30723;PNV0;11;2;86;4;3;Sin describir;PNV sin definir;False;False
30724;PV0;11;2;0;4;4;Sin describir;PV sin definir;False;False
30725;PV0;11;2;20;4;4;Sin describir;PV sin definir;False;False
30726;PV0;11;2;26;4;4;Sin describir;PV sin definir;False;False
30727;PV0;11;2;30;4;4;Sin describir;PV sin definir;False;False
30728;PV0;11;2;44;4;4;Sin describir;PV sin definir;False;False
30729;PV0;11;2;49;4;4;Sin describir;PV sin definir;False;False
30730;PV0;11;2;67;4;4;Sin describir;PV sin definir;False;False
30731;PV0;11;2;73;4;4;Sin describir;PV sin definir;False;False
30732;PV0;11;2;81;4;4;Sin describir;PV sin definir;False;False
30822;UP;11;2;86;1;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30823;UP;11;2;0;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30824;UP;11;2;1;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30825;UP;11;2;2;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30826;UP;11;2;3;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30827;UP;11;2;4;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30828;UP;11;2;5;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30829;UP;11;2;6;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30830;UP;11;2;7;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30831;UP;11;2;8;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30832;UP;11;2;9;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30833;UP;11;2;10;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30834;UP;11;2;11;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30835;UP;11;2;12;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30836;UP;11;2;13;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30837;UP;11;2;14;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30838;UP;11;2;15;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30839;UP;11;2;16;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30840;UP;11;2;17;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30841;UP;11;2;18;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30842;UP;11;2;19;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30843;UP;11;2;20;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30844;UP;11;2;21;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30845;UP;11;2;22;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30846;UP;11;2;23;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30847;UP;11;2;24;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30848;UP;11;2;25;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30849;UP;11;2;26;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30850;UP;11;2;27;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30851;UP;11;2;28;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30852;UP;11;2;29;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30853;UP;11;2;30;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30854;UP;11;2;31;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30855;UP;11;2;32;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30856;UP;11;2;33;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30857;UP;11;2;34;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30858;UP;11;2;35;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30859;UP;11;2;36;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30860;UP;11;2;37;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30861;UP;11;2;38;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30862;UP;11;2;39;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30863;UP;11;2;40;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30864;UP;11;2;41;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30865;UP;11;2;42;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30866;UP;11;2;43;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30867;UP;11;2;44;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30868;UP;11;2;45;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30869;UP;11;2;46;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30870;UP;11;2;47;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30871;UP;11;2;48;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30872;UP;11;2;49;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30873;UP;11;2;50;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30874;UP;11;2;51;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30875;UP;11;2;52;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30876;UP;11;2;53;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30877;UP;11;2;54;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30878;UP;11;2;55;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30879;UP;11;2;56;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30880;UP;11;2;57;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30881;UP;11;2;58;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30882;UP;11;2;59;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30883;UP;11;2;60;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30884;UP;11;2;61;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30885;UP;11;2;62;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30886;UP;11;2;63;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30887;UP;11;2;64;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30888;UP;11;2;65;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30889;UP;11;2;66;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30890;UP;11;2;67;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30891;UP;11;2;68;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30892;UP;11;2;69;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30893;UP;11;2;70;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30894;UP;11;2;71;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30895;UP;11;2;72;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30896;UP;11;2;73;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30897;UP;11;2;74;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30898;UP;11;2;75;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30899;UP;11;2;76;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30900;UP;11;2;77;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30901;UP;11;2;78;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30902;UP;11;2;79;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30903;UP;11;2;80;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30904;UP;11;2;81;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30905;UP;11;2;82;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30906;UP;11;2;83;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30907;UP;11;2;84;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30908;UP;11;2;85;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30909;UP;11;2;86;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30910;UP;11;2;901;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30911;UP;11;2;999;3;1;PUBLICOS DEMANIALES NO MUP (VP, DPH,...);PUBLICOS DEMANIALES;False;False
30912;UP0;11;2;0;1;1;Sin describir;UP sin definir;False;False
30913;0317001;9;3;140;4;5;Los Patojos AL0317001;Particular;False;True
30914;1;9;3;9;1;1;AL001 SOTORRONI;Generalitat Valenciana;False;False
30915;100;9;3;19;1;1;AL100 SIERRA DE LOS ALGEZARES, BARRANCOS Y TABAYA;Ayuntamiento;False;False
30916;101;9;3;51;1;1;AL101 LA REPLANA;Ayuntamiento;False;True
30917;102;9;3;74;1;1;AL102 CABEZO DE LA FUENTE;Generalitat Valenciana;False;False
30918;1025;9;3;46;3;1;AL1025 ALQUEDRA, CARMELO Y AGREGADOS;Generalitat Valenciana;False;False
30919;103;9;3;76;1;1;AL103 LOS ESTAÑOS;Generalitat Valenciana;False;False
30920;104;9;3;3;1;1;AL104 SERRATELLA;Generalitat Valenciana;False;False
30921;105;9;3;9;1;1;AL105 TOSSAL REDÓ;Generalitat Valenciana;False;False
30922;131;9;3;90;1;1;Pla de Maneta AL131;Generalitat Valenciana;;
30923;1051;9;3;93;3;1;AL1051 LOMA SALINETA;Generalitat Valenciana;False;False
30924;106;9;3;47;1;1;AL106 MASCARAT;Generalitat Valenciana;False;False
30925;107;9;3;65;1;1;AL107 SERRETA DELS CANALS;Generalitat Valenciana;False;False
30926;1073;9;3;14;3;1;AL1073 LO SEGUIN;Generalitat Valenciana;False;False
30927;108;9;3;65;1;1;AL108 SIERRA LARGA;Generalitat Valenciana;False;False
30928;109;9;3;82;1;1;AL109 MONTGÓ I;Generalitat Valenciana;False;False
30929;110;9;3;14;1;1;AL110 SALADAR DE FONT CALENT;Generalitat Valenciana;False;False
30930;111;9;3;65;1;1;AL111 LOMA DE VALERO Y PALLER;Generalitat Valenciana;False;False
30931;112;9;3;122;1;1;AL112 TOSAL REDÓ;Generalitat Valenciana;False;False
30932;113;9;3;65;1;1;AL113 DUNAS DE ELCHE;Generalitat Valenciana;False;False
30933;115;9;3;22;1;1;AL115 COSTERA DE ANDREU Y CASTELLET;Generalitat Valenciana;False;False
30934;116;9;3;51;1;1;AL116 FALDAS DE SAN BARTOLOME;Generalitat Valenciana;False;False
30935;117;9;3;59;1;1;AL117 SALADARS;Generalitat Valenciana;False;False
30936;118;9;3;63;1;1;AL118 MONTGÓ II;Generalitat Valenciana;False;False
30937;119;9;3;65;1;1;AL119 EL PENCHAT;Generalitat Valenciana;False;False
30938;12;9;3;9;1;1;AL012 EL CARRASCAL Y MASÍA DE TETUÁN;Ayuntamiento;False;False
30939;120;9;3;14;1;1;Barranco del Bon Hivern AL1009AL120;Generalitat Valenciana;False;False
30940;121;9;3;14;1;1;AL121 FENOLLAR Y PLA DE ROCAR;Generalitat Valenciana;False;False
